##PopulationSize=1000:NumGeneration=500:Replicates=1:MutationRate=1e-09:RelativeFitness=2.00000
Gen	Site	Freq.A	Freq.C	Freq.G	Freq.T	Ancestral
40	0	0.09100	0.90000	0.00100	0.00800	A
41	0	0.09100	0.90200	0.00000	0.00700	A
42	0	0.08600	0.90800	0.00000	0.00600	A
43	0	0.07900	0.91600	0.00000	0.00500	A
44	0	0.07500	0.92000	0.00000	0.00500	A
45	0	0.08900	0.90700	0.00000	0.00400	A
46	0	0.07600	0.92200	0.00000	0.00200	A
47	0	0.06400	0.93400	0.00000	0.00200	A
48	0	0.04400	0.95600	0.00000	0.00000	A
49	0	0.03300	0.96700	0.00000	0.00000	A
50	0	0.02600	0.97400	0.00000	0.00000	A
51	0	0.02600	0.97400	0.00000	0.00000	A
52	0	0.04000	0.96000	0.00000	0.00000	A
53	0	0.02900	0.97100	0.00000	0.00000	A
54	0	0.03500	0.96500	0.00000	0.00000	A
55	0	0.02300	0.97700	0.00000	0.00000	A
56	0	0.01800	0.98200	0.00000	0.00000	A
57	0	0.02200	0.97800	0.00000	0.00000	A
58	0	0.02000	0.98000	0.00000	0.00000	A
59	0	0.02000	0.98000	0.00000	0.00000	A
60	0	0.01600	0.98400	0.00000	0.00000	A
61	0	0.02000	0.98000	0.00000	0.00000	A
62	0	0.01600	0.98400	0.00000	0.00000	A
63	0	0.01900	0.98100	0.00000	0.00000	A
64	0	0.01800	0.98200	0.00000	0.00000	A
65	0	0.01800	0.98200	0.00000	0.00000	A
66	0	0.01200	0.98800	0.00000	0.00000	A
67	0	0.01000	0.99000	0.00000	0.00000	A
68	0	0.00900	0.99100	0.00000	0.00000	A
69	0	0.01200	0.98800	0.00000	0.00000	A
70	0	0.01000	0.99000	0.00000	0.00000	A
71	0	0.00900	0.99100	0.00000	0.00000	A
72	0	0.00800	0.99200	0.00000	0.00000	A
73	0	0.00200	0.99800	0.00000	0.00000	A
74	0	0.00200	0.99800	0.00000	0.00000	A
75	0	0.00400	0.99600	0.00000	0.00000	A
76	0	0.00300	0.99700	0.00000	0.00000	A
77	0	0.00300	0.99700	0.00000	0.00000	A
78	0	0.00700	0.99300	0.00000	0.00000	A
79	0	0.00400	0.99600	0.00000	0.00000	A
80	0	0.00700	0.99300	0.00000	0.00000	A
81	0	0.00500	0.99500	0.00000	0.00000	A
82	0	0.00700	0.99300	0.00000	0.00000	A
83	0	0.00800	0.99200	0.00000	0.00000	A
84	0	0.00700	0.99300	0.00000	0.00000	A
85	0	0.01200	0.98800	0.00000	0.00000	A
86	0	0.01000	0.99000	0.00000	0.00000	A
87	0	0.01300	0.98700	0.00000	0.00000	A
88	0	0.01100	0.98900	0.00000	0.00000	A
89	0	0.01000	0.99000	0.00000	0.00000	A
90	0	0.00500	0.99500	0.00000	0.00000	A
91	0	0.00500	0.99500	0.00000	0.00000	A
92	0	0.00500	0.99500	0.00000	0.00000	A
93	0	0.00600	0.99400	0.00000	0.00000	A
94	0	0.00500	0.99500	0.00000	0.00000	A
95	0	0.00300	0.99700	0.00000	0.00000	A
96	0	0.00200	0.99800	0.00000	0.00000	A
97	0	0.00200	0.99800	0.00000	0.00000	A
98	0	0.00200	0.99800	0.00000	0.00000	A
99	0	0.00000	1.00000	0.00000	0.00000	A
100	0	0.00000	1.00000	0.00000	0.00000	A
101	0	0.00000	1.00000	0.00000	0.00000	A
102	0	0.00000	1.00000	0.00000	0.00000	A
103	0	0.00000	1.00000	0.00000	0.00000	A
104	0	0.00000	1.00000	0.00000	0.00000	A
105	0	0.00000	1.00000	0.00000	0.00000	A
106	0	0.00000	1.00000	0.00000	0.00000	A
107	0	0.00000	1.00000	0.00000	0.00000	A
108	0	0.00000	1.00000	0.00000	0.00000	A
109	0	0.00000	1.00000	0.00000	0.00000	A
110	0	0.00000	1.00000	0.00000	0.00000	A
111	0	0.00000	1.00000	0.00000	0.00000	A
112	0	0.00000	1.00000	0.00000	0.00000	A
113	0	0.00000	1.00000	0.00000	0.00000	A
114	0	0.00000	1.00000	0.00000	0.00000	A
115	0	0.00000	1.00000	0.00000	0.00000	A
116	0	0.00000	1.00000	0.00000	0.00000	A
117	0	0.00000	1.00000	0.00000	0.00000	A
118	0	0.00000	1.00000	0.00000	0.00000	A
119	0	0.00000	1.00000	0.00000	0.00000	A
120	0	0.00000	1.00000	0.00000	0.00000	A
121	0	0.00000	1.00000	0.00000	0.00000	A
122	0	0.00000	1.00000	0.00000	0.00000	A
123	0	0.00000	1.00000	0.00000	0.00000	A
124	0	0.00000	1.00000	0.00000	0.00000	A
125	0	0.00000	1.00000	0.00000	0.00000	A
126	0	0.00000	1.00000	0.00000	0.00000	A
127	0	0.00000	1.00000	0.00000	0.00000	A
128	0	0.00000	1.00000	0.00000	0.00000	A
129	0	0.00000	1.00000	0.00000	0.00000	A
130	0	0.00000	1.00000	0.00000	0.00000	A
131	0	0.00000	1.00000	0.00000	0.00000	A
132	0	0.00000	1.00000	0.00000	0.00000	A
133	0	0.00000	1.00000	0.00000	0.00000	A
134	0	0.00000	1.00000	0.00000	0.00000	A
135	0	0.00000	1.00000	0.00000	0.00000	A
136	0	0.00000	1.00000	0.00000	0.00000	A
137	0	0.00000	1.00000	0.00000	0.00000	A
138	0	0.00000	1.00000	0.00000	0.00000	A
139	0	0.00000	1.00000	0.00000	0.00000	A
140	0	0.00000	1.00000	0.00000	0.00000	A
141	0	0.00000	1.00000	0.00000	0.00000	A
142	0	0.00000	1.00000	0.00000	0.00000	A
143	0	0.00000	1.00000	0.00000	0.00000	A
144	0	0.00000	1.00000	0.00000	0.00000	A
145	0	0.00000	1.00000	0.00000	0.00000	A
146	0	0.00000	1.00000	0.00000	0.00000	A
147	0	0.00000	1.00000	0.00000	0.00000	A
148	0	0.00000	1.00000	0.00000	0.00000	A
149	0	0.00000	1.00000	0.00000	0.00000	A
150	0	0.00000	1.00000	0.00000	0.00000	A
151	0	0.00000	1.00000	0.00000	0.00000	A
152	0	0.00000	1.00000	0.00000	0.00000	A
153	0	0.00000	1.00000	0.00000	0.00000	A
154	0	0.00000	1.00000	0.00000	0.00000	A
155	0	0.00000	1.00000	0.00000	0.00000	A
156	0	0.00000	1.00000	0.00000	0.00000	A
157	0	0.00000	1.00000	0.00000	0.00000	A
158	0	0.00000	1.00000	0.00000	0.00000	A
159	0	0.00000	1.00000	0.00000	0.00000	A
160	0	0.00000	1.00000	0.00000	0.00000	A
161	0	0.00000	1.00000	0.00000	0.00000	A
162	0	0.00000	1.00000	0.00000	0.00000	A
163	0	0.00000	1.00000	0.00000	0.00000	A
164	0	0.00000	1.00000	0.00000	0.00000	A
165	0	0.00000	1.00000	0.00000	0.00000	A
166	0	0.00000	1.00000	0.00000	0.00000	A
167	0	0.00000	1.00000	0.00000	0.00000	A
168	0	0.00000	1.00000	0.00000	0.00000	A
169	0	0.00000	1.00000	0.00000	0.00000	A
170	0	0.00000	1.00000	0.00000	0.00000	A
171	0	0.00000	1.00000	0.00000	0.00000	A
172	0	0.00000	1.00000	0.00000	0.00000	A
173	0	0.00000	1.00000	0.00000	0.00000	A
174	0	0.00000	1.00000	0.00000	0.00000	A
175	0	0.00000	1.00000	0.00000	0.00000	A
176	0	0.00000	1.00000	0.00000	0.00000	A
177	0	0.00000	1.00000	0.00000	0.00000	A
178	0	0.00000	1.00000	0.00000	0.00000	A
179	0	0.00000	1.00000	0.00000	0.00000	A
180	0	0.00000	1.00000	0.00000	0.00000	A
181	0	0.00000	1.00000	0.00000	0.00000	A
182	0	0.00000	1.00000	0.00000	0.00000	A
183	0	0.00000	1.00000	0.00000	0.00000	A
184	0	0.00000	1.00000	0.00000	0.00000	A
185	0	0.00000	1.00000	0.00000	0.00000	A
186	0	0.00000	1.00000	0.00000	0.00000	A
187	0	0.00000	1.00000	0.00000	0.00000	A
188	0	0.00000	1.00000	0.00000	0.00000	A
189	0	0.00000	1.00000	0.00000	0.00000	A
190	0	0.00000	1.00000	0.00000	0.00000	A
191	0	0.00000	1.00000	0.00000	0.00000	A
192	0	0.00000	1.00000	0.00000	0.00000	A
193	0	0.00000	1.00000	0.00000	0.00000	A
194	0	0.00000	1.00000	0.00000	0.00000	A
195	0	0.00000	1.00000	0.00000	0.00000	A
196	0	0.00000	1.00000	0.00000	0.00000	A
197	0	0.00000	1.00000	0.00000	0.00000	A
198	0	0.00000	1.00000	0.00000	0.00000	A
199	0	0.00000	1.00000	0.00000	0.00000	A
200	0	0.00000	1.00000	0.00000	0.00000	A
201	0	0.00000	1.00000	0.00000	0.00000	A
202	0	0.00000	1.00000	0.00000	0.00000	A
203	0	0.00000	1.00000	0.00000	0.00000	A
204	0	0.00000	1.00000	0.00000	0.00000	A
205	0	0.00000	1.00000	0.00000	0.00000	A
206	0	0.00000	1.00000	0.00000	0.00000	A
207	0	0.00000	1.00000	0.00000	0.00000	A
208	0	0.00000	1.00000	0.00000	0.00000	A
209	0	0.00000	1.00000	0.00000	0.00000	A
210	0	0.00000	1.00000	0.00000	0.00000	A
211	0	0.00000	1.00000	0.00000	0.00000	A
212	0	0.00000	1.00000	0.00000	0.00000	A
213	0	0.00000	1.00000	0.00000	0.00000	A
214	0	0.00000	1.00000	0.00000	0.00000	A
215	0	0.00000	1.00000	0.00000	0.00000	A
216	0	0.00000	1.00000	0.00000	0.00000	A
217	0	0.00000	1.00000	0.00000	0.00000	A
218	0	0.00000	1.00000	0.00000	0.00000	A
219	0	0.00000	1.00000	0.00000	0.00000	A
220	0	0.00000	1.00000	0.00000	0.00000	A
221	0	0.00000	1.00000	0.00000	0.00000	A
222	0	0.00000	1.00000	0.00000	0.00000	A
223	0	0.00000	1.00000	0.00000	0.00000	A
224	0	0.00000	1.00000	0.00000	0.00000	A
225	0	0.00000	1.00000	0.00000	0.00000	A
226	0	0.00000	1.00000	0.00000	0.00000	A
227	0	0.00000	1.00000	0.00000	0.00000	A
228	0	0.00000	1.00000	0.00000	0.00000	A
229	0	0.00000	1.00000	0.00000	0.00000	A
230	0	0.00000	1.00000	0.00000	0.00000	A
231	0	0.00000	1.00000	0.00000	0.00000	A
232	0	0.00000	1.00000	0.00000	0.00000	A
233	0	0.00000	1.00000	0.00000	0.00000	A
234	0	0.00000	1.00000	0.00000	0.00000	A
235	0	0.00000	1.00000	0.00000	0.00000	A
236	0	0.00000	1.00000	0.00000	0.00000	A
237	0	0.00000	1.00000	0.00000	0.00000	A
238	0	0.00000	1.00000	0.00000	0.00000	A
239	0	0.00000	1.00000	0.00000	0.00000	A
240	0	0.00000	1.00000	0.00000	0.00000	A
241	0	0.00000	1.00000	0.00000	0.00000	A
242	0	0.00000	1.00000	0.00000	0.00000	A
243	0	0.00000	1.00000	0.00000	0.00000	A
244	0	0.00000	1.00000	0.00000	0.00000	A
245	0	0.00000	1.00000	0.00000	0.00000	A
246	0	0.00000	1.00000	0.00000	0.00000	A
247	0	0.00000	1.00000	0.00000	0.00000	A
248	0	0.00000	1.00000	0.00000	0.00000	A
249	0	0.00000	1.00000	0.00000	0.00000	A
250	0	0.00000	1.00000	0.00000	0.00000	A
251	0	0.00000	1.00000	0.00000	0.00000	A
252	0	0.00000	1.00000	0.00000	0.00000	A
253	0	0.00000	1.00000	0.00000	0.00000	A
254	0	0.00000	1.00000	0.00000	0.00000	A
255	0	0.00000	1.00000	0.00000	0.00000	A
256	0	0.00000	1.00000	0.00000	0.00000	A
257	0	0.00000	1.00000	0.00000	0.00000	A
258	0	0.00000	1.00000	0.00000	0.00000	A
259	0	0.00000	1.00000	0.00000	0.00000	A
260	0	0.00000	1.00000	0.00000	0.00000	A
261	0	0.00000	1.00000	0.00000	0.00000	A
262	0	0.00000	1.00000	0.00000	0.00000	A
263	0	0.00000	1.00000	0.00000	0.00000	A
264	0	0.00000	1.00000	0.00000	0.00000	A
265	0	0.00000	1.00000	0.00000	0.00000	A
266	0	0.00000	1.00000	0.00000	0.00000	A
267	0	0.00000	1.00000	0.00000	0.00000	A
268	0	0.00000	1.00000	0.00000	0.00000	A
269	0	0.00000	1.00000	0.00000	0.00000	A
270	0	0.00000	1.00000	0.00000	0.00000	A
271	0	0.00000	1.00000	0.00000	0.00000	A
272	0	0.00000	1.00000	0.00000	0.00000	A
273	0	0.00000	1.00000	0.00000	0.00000	A
274	0	0.00000	1.00000	0.00000	0.00000	A
275	0	0.00000	1.00000	0.00000	0.00000	A
276	0	0.00000	1.00000	0.00000	0.00000	A
277	0	0.00000	1.00000	0.00000	0.00000	A
278	0	0.00000	1.00000	0.00000	0.00000	A
279	0	0.00000	1.00000	0.00000	0.00000	A
280	0	0.00000	1.00000	0.00000	0.00000	A
281	0	0.00000	1.00000	0.00000	0.00000	A
282	0	0.00000	1.00000	0.00000	0.00000	A
283	0	0.00000	1.00000	0.00000	0.00000	A
284	0	0.00000	1.00000	0.00000	0.00000	A
285	0	0.00000	1.00000	0.00000	0.00000	A
286	0	0.00000	1.00000	0.00000	0.00000	A
287	0	0.00000	1.00000	0.00000	0.00000	A
288	0	0.00000	1.00000	0.00000	0.00000	A
289	0	0.00000	1.00000	0.00000	0.00000	A
290	0	0.00000	1.00000	0.00000	0.00000	A
291	0	0.00000	1.00000	0.00000	0.00000	A
292	0	0.00000	1.00000	0.00000	0.00000	A
293	0	0.00000	1.00000	0.00000	0.00000	A
294	0	0.00000	1.00000	0.00000	0.00000	A
295	0	0.00000	1.00000	0.00000	0.00000	A
296	0	0.00000	1.00000	0.00000	0.00000	A
297	0	0.00000	1.00000	0.00000	0.00000	A
298	0	0.00000	1.00000	0.00000	0.00000	A
299	0	0.00000	1.00000	0.00000	0.00000	A
300	0	0.00000	1.00000	0.00000	0.00000	A
301	0	0.00000	1.00000	0.00000	0.00000	A
302	0	0.00000	1.00000	0.00000	0.00000	A
303	0	0.00000	1.00000	0.00000	0.00000	A
304	0	0.00000	1.00000	0.00000	0.00000	A
305	0	0.00000	1.00000	0.00000	0.00000	A
306	0	0.00000	1.00000	0.00000	0.00000	A
307	0	0.00000	1.00000	0.00000	0.00000	A
308	0	0.00000	1.00000	0.00000	0.00000	A
309	0	0.00000	1.00000	0.00000	0.00000	A
310	0	0.00000	1.00000	0.00000	0.00000	A
311	0	0.00000	1.00000	0.00000	0.00000	A
312	0	0.00000	1.00000	0.00000	0.00000	A
313	0	0.00000	1.00000	0.00000	0.00000	A
314	0	0.00000	1.00000	0.00000	0.00000	A
315	0	0.00000	1.00000	0.00000	0.00000	A
316	0	0.00000	1.00000	0.00000	0.00000	A
317	0	0.00000	1.00000	0.00000	0.00000	A
318	0	0.00000	1.00000	0.00000	0.00000	A
319	0	0.00000	1.00000	0.00000	0.00000	A
320	0	0.00000	1.00000	0.00000	0.00000	A
321	0	0.00000	1.00000	0.00000	0.00000	A
322	0	0.00000	1.00000	0.00000	0.00000	A
323	0	0.00000	1.00000	0.00000	0.00000	A
324	0	0.00000	1.00000	0.00000	0.00000	A
325	0	0.00000	1.00000	0.00000	0.00000	A
326	0	0.00000	1.00000	0.00000	0.00000	A
327	0	0.00000	1.00000	0.00000	0.00000	A
328	0	0.00000	1.00000	0.00000	0.00000	A
329	0	0.00000	1.00000	0.00000	0.00000	A
330	0	0.00000	1.00000	0.00000	0.00000	A
331	0	0.00000	1.00000	0.00000	0.00000	A
332	0	0.00000	1.00000	0.00000	0.00000	A
333	0	0.00000	1.00000	0.00000	0.00000	A
334	0	0.00000	1.00000	0.00000	0.00000	A
335	0	0.00000	1.00000	0.00000	0.00000	A
336	0	0.00000	1.00000	0.00000	0.00000	A
337	0	0.00000	1.00000	0.00000	0.00000	A
338	0	0.00000	1.00000	0.00000	0.00000	A
339	0	0.00000	1.00000	0.00000	0.00000	A
340	0	0.00000	1.00000	0.00000	0.00000	A
341	0	0.00000	1.00000	0.00000	0.00000	A
342	0	0.00000	1.00000	0.00000	0.00000	A
343	0	0.00000	1.00000	0.00000	0.00000	A
344	0	0.00000	1.00000	0.00000	0.00000	A
345	0	0.00000	1.00000	0.00000	0.00000	A
346	0	0.00000	1.00000	0.00000	0.00000	A
347	0	0.00000	1.00000	0.00000	0.00000	A
348	0	0.00000	1.00000	0.00000	0.00000	A
349	0	0.00000	1.00000	0.00000	0.00000	A
350	0	0.00000	1.00000	0.00000	0.00000	A
351	0	0.00000	1.00000	0.00000	0.00000	A
352	0	0.00000	1.00000	0.00000	0.00000	A
353	0	0.00000	1.00000	0.00000	0.00000	A
354	0	0.00000	1.00000	0.00000	0.00000	A
355	0	0.00000	1.00000	0.00000	0.00000	A
356	0	0.00000	1.00000	0.00000	0.00000	A
357	0	0.00000	1.00000	0.00000	0.00000	A
358	0	0.00000	1.00000	0.00000	0.00000	A
359	0	0.00000	1.00000	0.00000	0.00000	A
360	0	0.00000	1.00000	0.00000	0.00000	A
361	0	0.00000	1.00000	0.00000	0.00000	A
362	0	0.00000	1.00000	0.00000	0.00000	A
363	0	0.00000	1.00000	0.00000	0.00000	A
364	0	0.00000	1.00000	0.00000	0.00000	A
365	0	0.00000	1.00000	0.00000	0.00000	A
366	0	0.00000	1.00000	0.00000	0.00000	A
367	0	0.00000	1.00000	0.00000	0.00000	A
368	0	0.00000	1.00000	0.00000	0.00000	A
369	0	0.00000	1.00000	0.00000	0.00000	A
370	0	0.00000	1.00000	0.00000	0.00000	A
371	0	0.00000	1.00000	0.00000	0.00000	A
372	0	0.00000	1.00000	0.00000	0.00000	A
373	0	0.00000	1.00000	0.00000	0.00000	A
374	0	0.00000	1.00000	0.00000	0.00000	A
375	0	0.00000	1.00000	0.00000	0.00000	A
376	0	0.00000	1.00000	0.00000	0.00000	A
377	0	0.00000	1.00000	0.00000	0.00000	A
378	0	0.00000	1.00000	0.00000	0.00000	A
379	0	0.00000	1.00000	0.00000	0.00000	A
380	0	0.00000	1.00000	0.00000	0.00000	A
381	0	0.00000	1.00000	0.00000	0.00000	A
382	0	0.00000	1.00000	0.00000	0.00000	A
383	0	0.00000	1.00000	0.00000	0.00000	A
384	0	0.00000	1.00000	0.00000	0.00000	A
385	0	0.00000	1.00000	0.00000	0.00000	A
386	0	0.00000	1.00000	0.00000	0.00000	A
387	0	0.00000	1.00000	0.00000	0.00000	A
388	0	0.00000	1.00000	0.00000	0.00000	A
389	0	0.00000	1.00000	0.00000	0.00000	A
390	0	0.00000	1.00000	0.00000	0.00000	A
391	0	0.00000	1.00000	0.00000	0.00000	A
392	0	0.00000	1.00000	0.00000	0.00000	A
393	0	0.00000	1.00000	0.00000	0.00000	A
394	0	0.00000	1.00000	0.00000	0.00000	A
395	0	0.00000	1.00000	0.00000	0.00000	A
396	0	0.00000	1.00000	0.00000	0.00000	A
397	0	0.00000	1.00000	0.00000	0.00000	A
398	0	0.00000	1.00000	0.00000	0.00000	A
399	0	0.00000	1.00000	0.00000	0.00000	A
400	0	0.00000	1.00000	0.00000	0.00000	A
401	0	0.00000	1.00000	0.00000	0.00000	A
402	0	0.00000	1.00000	0.00000	0.00000	A
403	0	0.00000	1.00000	0.00000	0.00000	A
404	0	0.00000	1.00000	0.00000	0.00000	A
405	0	0.00000	1.00000	0.00000	0.00000	A
406	0	0.00000	1.00000	0.00000	0.00000	A
407	0	0.00000	1.00000	0.00000	0.00000	A
408	0	0.00000	1.00000	0.00000	0.00000	A
409	0	0.00000	1.00000	0.00000	0.00000	A
410	0	0.00000	1.00000	0.00000	0.00000	A
411	0	0.00000	1.00000	0.00000	0.00000	A
412	0	0.00000	1.00000	0.00000	0.00000	A
413	0	0.00000	1.00000	0.00000	0.00000	A
414	0	0.00000	1.00000	0.00000	0.00000	A
415	0	0.00000	1.00000	0.00000	0.00000	A
416	0	0.00000	1.00000	0.00000	0.00000	A
417	0	0.00000	1.00000	0.00000	0.00000	A
418	0	0.00000	1.00000	0.00000	0.00000	A
419	0	0.00000	1.00000	0.00000	0.00000	A
420	0	0.00000	1.00000	0.00000	0.00000	A
421	0	0.00000	1.00000	0.00000	0.00000	A
422	0	0.00000	1.00000	0.00000	0.00000	A
423	0	0.00000	1.00000	0.00000	0.00000	A
424	0	0.00000	1.00000	0.00000	0.00000	A
425	0	0.00000	1.00000	0.00000	0.00000	A
426	0	0.00000	1.00000	0.00000	0.00000	A
427	0	0.00000	1.00000	0.00000	0.00000	A
428	0	0.00000	1.00000	0.00000	0.00000	A
429	0	0.00000	1.00000	0.00000	0.00000	A
430	0	0.00000	1.00000	0.00000	0.00000	A
431	0	0.00000	1.00000	0.00000	0.00000	A
432	0	0.00000	1.00000	0.00000	0.00000	A
433	0	0.00000	1.00000	0.00000	0.00000	A
434	0	0.00000	1.00000	0.00000	0.00000	A
435	0	0.00000	1.00000	0.00000	0.00000	A
436	0	0.00000	1.00000	0.00000	0.00000	A
437	0	0.00000	1.00000	0.00000	0.00000	A
438	0	0.00000	1.00000	0.00000	0.00000	A
439	0	0.00000	1.00000	0.00000	0.00000	A
440	0	0.00000	1.00000	0.00000	0.00000	A
441	0	0.00000	1.00000	0.00000	0.00000	A
442	0	0.00000	1.00000	0.00000	0.00000	A
443	0	0.00000	1.00000	0.00000	0.00000	A
444	0	0.00000	1.00000	0.00000	0.00000	A
445	0	0.00000	1.00000	0.00000	0.00000	A
446	0	0.00000	1.00000	0.00000	0.00000	A
447	0	0.00000	1.00000	0.00000	0.00000	A
448	0	0.00000	1.00000	0.00000	0.00000	A
449	0	0.00000	1.00000	0.00000	0.00000	A
450	0	0.00000	1.00000	0.00000	0.00000	A
451	0	0.00000	1.00000	0.00000	0.00000	A
452	0	0.00000	1.00000	0.00000	0.00000	A
453	0	0.00000	1.00000	0.00000	0.00000	A
454	0	0.00000	1.00000	0.00000	0.00000	A
455	0	0.00000	1.00000	0.00000	0.00000	A
456	0	0.00000	1.00000	0.00000	0.00000	A
457	0	0.00000	1.00000	0.00000	0.00000	A
458	0	0.00000	1.00000	0.00000	0.00000	A
459	0	0.00000	1.00000	0.00000	0.00000	A
460	0	0.00000	1.00000	0.00000	0.00000	A
461	0	0.00000	1.00000	0.00000	0.00000	A
462	0	0.00000	1.00000	0.00000	0.00000	A
463	0	0.00000	1.00000	0.00000	0.00000	A
464	0	0.00000	1.00000	0.00000	0.00000	A
465	0	0.00000	1.00000	0.00000	0.00000	A
466	0	0.00000	1.00000	0.00000	0.00000	A
467	0	0.00000	1.00000	0.00000	0.00000	A
468	0	0.00000	1.00000	0.00000	0.00000	A
469	0	0.00000	1.00000	0.00000	0.00000	A
470	0	0.00000	1.00000	0.00000	0.00000	A
471	0	0.00000	1.00000	0.00000	0.00000	A
472	0	0.00000	1.00000	0.00000	0.00000	A
473	0	0.00000	1.00000	0.00000	0.00000	A
474	0	0.00000	1.00000	0.00000	0.00000	A
475	0	0.00000	1.00000	0.00000	0.00000	A
476	0	0.00000	1.00000	0.00000	0.00000	A
477	0	0.00000	1.00000	0.00000	0.00000	A
478	0	0.00000	1.00000	0.00000	0.00000	A
479	0	0.00000	1.00000	0.00000	0.00000	A
480	0	0.00000	1.00000	0.00000	0.00000	A
481	0	0.00000	1.00000	0.00000	0.00000	A
482	0	0.00000	1.00000	0.00000	0.00000	A
483	0	0.00000	1.00000	0.00000	0.00000	A
484	0	0.00000	1.00000	0.00000	0.00000	A
485	0	0.00000	1.00000	0.00000	0.00000	A
486	0	0.00000	1.00000	0.00000	0.00000	A
487	0	0.00000	1.00000	0.00000	0.00000	A
488	0	0.00000	1.00000	0.00000	0.00000	A
489	0	0.00000	1.00000	0.00000	0.00000	A
490	0	0.00000	1.00000	0.00000	0.00000	A
491	0	0.00000	1.00000	0.00000	0.00000	A
492	0	0.00000	1.00000	0.00000	0.00000	A
493	0	0.00000	1.00000	0.00000	0.00000	A
494	0	0.00000	1.00000	0.00000	0.00000	A
495	0	0.00000	1.00000	0.00000	0.00000	A
496	0	0.00000	1.00000	0.00000	0.00000	A
497	0	0.00000	1.00000	0.00000	0.00000	A
498	0	0.00000	1.00000	0.00000	0.00000	A
499	0	0.00000	1.00000	0.00000	0.00000	A
500	0	0.00000	1.00000	0.00000	0.00000	A
